provider_name,provider_type,address,emirate
Tajmeel Dental Center Llc - Branch1(VPS),Dental,Tajmeel Dental Center Bldg. Al Karama Main St Al Rowda St.,Abu Dhabi
Al Ain Dental Center,Dental,Tawam Hospital  Ain,Al Ain
Al Bahri Dental & Orthodontic Center Llc,Dental,"Shk Ahmed Bin Suroor Bldg Beside Adib, Shk Zayed St. Clock Tower, Main St.",Al Ain
Dr. Tabrizi Dental Clinic,Dental,Near Pizza Hut Khalifa Bin Zayed Street Centrdistrict,Al Ain
Modern Al Salam Ortho & Dental Centre,Dental,"Flat 202,203,204 Al Jazeera Discount Market Khalifa St., Al Thouba St.",Al Ain
New Dental Center L.L.C,Dental,Town Center Gold Souk Area Town Centre,Al Ain
Shells Dental Clinic,Dental,2Nd Building From Noorhayab Near Al Copoperative Society Town Centre,Al Ain
Axis Dental Clinic Llc,Dental,"405,4Th Floor Above Diva Saloo 2Nd Street Satwa",Dubai
Bright Smile Dental & Orthodontic Center,Dental,"Al Shafar Building 7 Shop 105, Beside Aswaq Al Wasl Rd 1, Jumeirah 1",Dubai
Dental Club Clinic,Dental,Aswaq Mall Khaltoom Street Mizhar,Dubai
Dr Namir Subhi Ahmed Dental Clinic,Dental,"Old Doha Center, 2Nd F 202 ,Near Qatar Airw Maktoum Street Maktoum Street",Dubai
Dr Talass Medical & Dental Centre,Dental,1St Flr Cayan Business Center Same Bldg With Subway Tecom 1,Dubai
Dr. Aburas Dental Center,Dental,"Flat401, 4Th Floor Doha Center Maktoum Street Deira",Dubai
Dr. Aburas Dental Center Llc Br,Dental,"Villa 833A Dr. Aburas Bldg Al Wasl, Al Safa 2 Umm Suqeim 1 Jumeirah",Dubai
Dr. Joy Dental Clinic - Branch,Dental,"Mirdiff G/F, Mirdiff Shopping Mall Mirdif",Dubai
Dr. Khalid Al Najar Clinic,Dental,563-B  First Floor Wafi Centre Oud Metha Road,Dubai
Dr. Manal Harb Medical Center LLC,Dental,"30Th Floor, Al Attar Tower,Nea Trade Centre 2 Road Sheikh Zayed Road,Bur Dubai",Dubai
Dr.Dina Pediatric Dentistry Clinic,Dental,"Villa 248,Al Wasl Road Satwa,Jumeirah 1, Near By Iranian Hospital",Dubai
Dr.Hussein Labib Dental Clinic,Dental,"402; F-4; Alhawwai Building Rigga Street Rigga,Deira",Dubai
European University College-Drs. Nicolas (Dental Only),Dental,3Rd Flr Bin Sina Bldg Dubai Block D Above Starbucks Dhcc,Dubai
Ghodousi Medical Center - Diera Br.,Dental,Near Choitram Supermarket Bani Baniyas Square Diera,Dubai
Go Dental Clinic Llc,Dental,"Al Attar Centre, Block A, Apt Trade Centre Road Karama",Dubai
Lotus Dental Clinic Llc,Dental,106 1St Flr Platinum Business Baghdad Street Al Nahda 2,Dubai
Mathur Dental & Orthodontic Clinic,Dental,"Office # 103, 1St Floor, Medic Khalid Bin Waleed Road Mankhool,Bur Dubai",Dubai
Muraqabat Dental Centre,Dental,"Office # 304-306, 3Rd Floor, T Muraqabat Street Muraqqabat,Deira",Dubai
Park Dental Clinic,Dental,Mardoof Building Sheikh Zayed Road Al Safa 1,Dubai
Pearl Medical Clinic,Dental,"Flat 103, 104, 1St Floor, Abov Baniyas Road Baniyas Square,Deira",Dubai
Revive Dental Clinic,Dental,Room 303 Ibn Sina Building 27 Dubai Healtcare City Po Box 505045,Dubai
Tower Clinic Fz- Llc,Dental,"Unit 104 Block D, Ibn Sina Med Oud Metha Road Dhcc",Dubai
Vienna Dental Clinic Llc,Dental,Mazaya Center Near Dubai Mall Metro Station Al Wasl,Dubai
Dr. Fadi Alshafee Dental Clinic Llc,Dental,The Coast Building Opposite Eagle Hills Al Fujairah,Fujairah
Al Nebras Dental Clinic,Dental,Rak Al Juwais Near Adib Bank Golf2Tower M Floor,Ras Al Khaimah
Al Wafa Dental Clinic - Rak,Dental,"Office # 104, 1St Floor, Sheik Muntaser Street Nakheel",Ras Al Khaimah
Metro Dental Specialist Clinic,Dental,"Office 102, 1St Floor, Al Jabe Muntaser Street Nakheel",Ras Al Khaimah
Rak College Of Dental Science Fz Llc,Dental,Gf Rak College Building Of Den Ldg. Rakez Rak Dental St. Ras Al Khaimah,Ras Al Khaimah
Rak Smile Dental Clinic,Dental,Concorde Bldg. Mezanine Floor M03 Al Nakheel Ras Al Khaimah,Ras Al Khaimah
Smile Care Medical Center,Dental,Rak Al Jazzah Al Khatri Buildi Jazzah Road Nakheel,Ras Al Khaimah
Adib Medical Centre,Dental,"Al Fardan Center, Block B 1702 Corniche Street Buhaira Corniche Road",Sharjah
Al Mustaqbal Dental Clinic,Dental,Majestic Tower 2 Flat No. 804  8Th Floor (Near By Feras Sweets) Al Taawun  Sharjah,Sharjah
New Canadian Dental Clinic,Dental,"Al Yousufi Building, 1St Floor Buheira Corniche Road Buhairah Corniche",Sharjah
Sunny Dental Centre (NMC),Dental,Al Buhaira Blg Buhairah Corniche Buhairah Corniche,Sharjah
Teba Dental Clinic,Dental,"Qaser Al Amal Building, First Floor Flat # 101 Khan Khan",Sharjah
Ugarit Dental Clinic - Sharjah,Dental,Albuhairahbuilding Near Hardees And Kfc Al Majaz I,Sharjah
Al Noor Clinic (Uaq),Dental,"Office # 101, 1St Floor, Above Jumbo Electronics, Sheikh Rashid Building, Near Flag Roundabout Jamia Street Riqqah",Umm Al Quwain
Al Borg Laboratories - Auh,Laboratory,F-1 Ben Arar Building Najda Street Najda Street,Abu Dhabi
Al Farhan Medical Laboratory Llc,Laboratory,Hamad Mubarak Hamad Al Khaili Near By Furture International Baniyas East,Abu Dhabi
Annab Laboratories,Laboratory,"Office # 804, 8Th Floor, Al Etihad Tower, Near Al Noor Hospital Khalifa Street Khalifa Street",Abu Dhabi
Dar Al Mouasah Clinical Labs.,Laboratory,"Mezzanine Floor, Plaza Tower Hamdan Street Markaziya",Abu Dhabi
Ideal Clinical Laboratories,Laboratory,"C44,Mezanine Floor Street56 Shabiya",Abu Dhabi
Life Medical Centre,Laboratory,"101-102,F-1, Marina Plaza Lulu Street Lulu Street",Abu Dhabi
Mena Labs Medical Laboratory Llc - Auh,Laboratory,Al Mazroui Bldg.  2Nd Floor Najda Street Al Danah,Abu Dhabi
Proficiency Specialist Laboratories,Laboratory,"Building Number C199 Shabia 12,Near To Model School Mussaffah,",Abu Dhabi
Quality Diagnostic Laboratory,Laboratory,1304 Adib Bldg. Nissan Showroom Al Najda Street,Abu Dhabi
Advanced Medical Center,Laboratory,"Above General A/C Showroom, Cl Ain Main Street Rubainah",Al Ain
Al Abbar Laboratories (Medsol-GHI),Laboratory,"Near City Bank Khalid Bin Al W Bank Street Burjuman,Bur Dubai",Dubai
Al Borg Laboratories - Dxb (Al Borg),Laboratory,"104, Century 21 Bldg, Abu Baker Siddique Rd Muraqqabat,Deira",Dubai
Al Diyafa Medical Diagnostic Centre,Laboratory,205 Sheikrashid Bin Khalifa Al Dhiyafa Road Satwa,Dubai
Biosytech Medical Laboratory Llc (Umc),Laboratory,"Villa 172, Near Dubai Nursery Mankhool Road Mankhool, Bur Dubai",Dubai
Cps Clinical Pathology Services,Laboratory,Al Qouz Al Khail Road Nr Apex Concrete Block Factory,Dubai
Curewell Diagnostic Centre,Laboratory,701 Khoory Building Khalid Bin Waleed Road Mankhool,Dubai
Dubai Medical Laboratory (Medsol-GHI),Laboratory,"Flat 209 Dubai Tower Maktoum Street Baniyas Square,Deira",Dubai
Dubai Modern Laboratory,Laboratory,"Office # 101, 1St Floor, Al Wahda Building Port Saeed Road Port Saeed",Dubai
Eurofins Biomnis Middle East,Laboratory,Villa Num 5-10 Shaeikh Almur Bin Makthoum Bld Al Wasl,Dubai
Freiburg Medical Lab,Laboratory,"204, F-2, Juma Al Majed Buildi Trade Centre Road Karama,Bur Dubai",Dubai
Histopathology&Specialty Lab(Medsol-GHI),Laboratory,Dubai Real Estate Center Mina Street Bur Dubai,Dubai
Medic Diagnostic & Imaging Ctr,Laboratory,"Mezzanine Floor, Al Mankhool B Khalid Bin Waleed Road Mankhool,Bur Dubai",Dubai
Medinova Diagnostic Centre(Aster),Laboratory,"203-205 Union Pharmacy Buildin Raffa Street Souk,Bur Dubai",Dubai
Medlab Analytik Dubai,Laboratory,701 Block A Building Oud Metha Road Dhcc,Dubai
Minerva Diagnostic Laboratory,Laboratory,"Mezzainine Floor Umm Qurirer B Zabeel Road Karama,Bur Dubai",Dubai
Resonance Imaging And Diagnostic Center,Laboratory,"Villa No 1204 Union Coop Al Wasl Road,Umm Sequim 2",Dubai
Star Metropolis Clinical Laboratories &,Laboratory,"Office # 212, 2Nd Floor, Mardo Wasl Road Safa 1 St",Dubai
Sunrise Care Medical Diagnostic (Imh),Laboratory,302 Baniyas Ctr; Opp. Citi Ban Baniyas Square Deira,Dubai
Trust Medical Laboratory,Laboratory,Al Khalafi Building Room M01 Al Wahida,Dubai
Al Burj Medical Lab (Al Borg),Laboratory,"Crystal Plaza Block C, 3 Floor Corniche Street Buhaira Corniche Road",Sharjah
Al Sarh Medical Lab,Laboratory,Al Marzoqi Tower( C.G. Mall) C Al Nud Al Nud,Sharjah
Emirates Medical Laboratories(Al Khajah),Laboratory,"Salem Tower, M Floor, Opp: Al Corniche Street Buhaira Corniche Road",Sharjah
Image Diagnostic Center (Al Khajah),Laboratory,"Al Reem Plaza, First Floor, 10 Corniche Street Al Majaz 1",Sharjah
Mediplus Diagnostic Center (Medsol-GHI),Laboratory,"303, Opp. Lulu Centre, Al Muba Al Sharq Street Al Naba'Ah",Sharjah
Mena Labs Medical Laboratory Llc,Laboratory,"Belresheed Tower, Above Nmc Cl Corniche Street Buhaira Corniche Road",Sharjah
Modern Medical Laboratory (Star Metro),Laboratory,"Al Qudrah Building, 2Nd Floor, Al Arouba Street Rolla Square",Sharjah
Texas Medical Laboratory,Laboratory,"Alabbarbuilding Opposite Adnoc Petrol Station , Near Al Qassimi  Samnan",Sharjah
Accuracy Plus Medical Laboratory,X-Ray Laboratory,Aster Pharmacy Bldg.  M02 Hamdan Street Al Danah,Abu Dhabi
Al Gharbia Mobile Mammoghraphy Unit-SEHA,X-Ray Laboratory,Western Region Western Region Western Region,Abu Dhabi
Federal Authority For Nuclear Reg-SEHA,X-Ray Laboratory,"Banyas Area, Al Mafraq  ",Abu Dhabi
National Reference Laboratory Llc,X-Ray Laboratory,Buisness Hub  Musaffah,Abu Dhabi
Al Taj Medical Laboratory -Al Ain,X-Ray Laboratory,Al Fardan Building Town Center Town Center,Al Ain
Biotech Diagnostic Centre Medical Laboratory Llc,X-Ray Laboratory,Khaja Stores Bldg. 103  Near Al Ansari Exchange Al Murabbah,Al Ain
Radioactive Material&Radiation -SEHA,X-Ray Laboratory,Al Ain Al Ain Al Ain,Al Ain
Advanced Diagnostic Center Llc,X-Ray Laboratory,"Gate 9,Hamarain Centre Al Muraqqabat Deira",Dubai
Advanced Radiology Centre,X-Ray Laboratory,"Villa 687, Jumeirah Beach Road, Umm Suqeim 2",Dubai
Airis Imaging And Diagnostic Center Llc,X-Ray Laboratory,Al Shamsi Bldg. Opp Nmc Hospital Al Nahda 1,Dubai
Al Etihad Diagnostic Center,X-Ray Laboratory,"Villa 875 Al Etihad Bldg. Al Manara Junction Al Wasl Rd. Al Safa 2, Umm Suqeim",Dubai
American Upright Mri,X-Ray Laboratory,Rdk1 Bldg.  Ground Floor Granite Street Dip1,Dubai
Biohealth Diagnostic Centre,X-Ray Laboratory,Zabeel Building Entrance 3 Room 107 Behind Karama Post Office,Dubai
Global Hawk Imaging And Diagnostics Llc,X-Ray Laboratory,"Enoc Petrol Jumeirah Road, Jumeirah",Dubai
Global Hawk Imaging Diagnostics,X-Ray Laboratory,"Near Arab Bank Plc, Opp. Mitsu Ittihad Road Khabisi",Dubai
Mega Scan Centre,X-Ray Laboratory,"Mezzanine Floor, Atrium Centre	Khaled Bin Al Waleed St. Bur Dubai Po Box: 32886",Dubai
Ph Diagnostics Llc,X-Ray Laboratory,"Bank Street Opp Nbq, Near Burjuman Metro Al Mankhool, Bur Dubai",Dubai
York Diagnostic Laboratories Jlt,X-Ray Laboratory,"Cluster D,Indigo Tower Behind Almas Tower Jumeirah Lakes Tower",Dubai
International Radiology Centre And Diagn - Rak,X-Ray Laboratory,Goldsouq Al Mutasir Street Al Nakheel,Ras Al Khaimah
Al Durrah Radiology Center Llc,X-Ray Laboratory,First Floor Al Durrah Tower - Entifadah R Al Buhairah Chorniche,Sharjah
Al Safwa Radiology Center,X-Ray Laboratory,"Cg Mall,301-306 3Rd Floor King Faisal Street Al Qassimiah",Sharjah
Elm Al Amrhdh Medical Laboratory Llc,X-Ray Laboratory,Crsnt Twer Rm 601 Al Majaz 3  Al Majaz 3,Sharjah
International Radiology Centre And Diagn,X-Ray Laboratory,Egyptiantradingcentre Al Taawun Street Al Taawun ,Sharjah
International Radiology Centre(Shj),X-Ray Laboratory,"Crystal Plaza, Infront Of Gold Corniche Street Buhaira Corniche Road",Sharjah
Reem Al Bawadi Medical Diagnostic Center,X-Ray Laboratory,Al Rostamani Exchange Building Al Arouba Street Rolla,Sharjah
Al Jaber Optical Centre Llc Branch-Abu D,Optical,"Unit No. B84, , Level 1, Abudhabi Mall",Abu Dhabi
Aster Opticals Llc Br. Of Abu Dhabi 1,Optical,Shop No: G10 Al Raha Mall Al Shahama,Abu Dhabi
Yateem Opticals - Branch 9,Optical,Showroom Situated In Unit 255 1St Floor Khalidia Mall,Abu Dhabi
Yateem Optician,Optical,Crystal Tower Showroom Is Situated On The Ba Hamdan Road,Abu Dhabi
Yateem Optician- Branch,Optical,Shop Is Situated On 1St Floor Ff 258 Al Wahda Mall,Abu Dhabi
Yateem Optician Branch 10,Optical,Shop No. 21 Located On 1St Floor Shangrilla - Qaryat Al Berry,Abu Dhabi
Yateem Optician Branch 13,Optical,"Unit No. Ra 063+062 Ground Floor, Bawabat Al Sharq Baniyas",Abu Dhabi
Yateem Optician- Branch 17,Optical,"Shop No. 29 1St Floor,Ruwais Mall Ruwais",Abu Dhabi
Yateem Optician Branch Al Mushrif Mall,Optical,Mushrif Mall Airport Road Al Mushrif Area,Abu Dhabi
Yateem Optician Branch The Galleria Mall,Optical,11310 ( Su ) The Galleria Almariya Island Abudhabi Global Market Square,Abu Dhabi
Yateem Optician Branch-11,Optical,Shop Located On 1St Floor Shop No. Ff023 Dalma Mall,Abu Dhabi
Yateem Optician Branch-3,Optical,At Ground Floor Attiq Al Mazroui Bldg Al Manara Ph. Khalifa Street,Abu Dhabi
Yateem Optician Branch-5,Optical,Shop No. B-51 Abu Dhabi Mall Tourist Club Area,Abu Dhabi
Yateem Optician Branch-6,Optical,Shop Located On 1St Floor End Of Corniche Road Marina Mall,Abu Dhabi
Yateem Optics,Optical,"Maybach Shop No. G-091 & G-092 Yas Mall,Yas Island",Abu Dhabi
Yateem Optics Branch 1,Optical,"Unit No. G-3, Sw16, Parallel Avenue To 29Th Street Khalifa City A Airport Road",Abu Dhabi
Yateem Optics Branch Dalma Mall,Optical,Occhiali Optician Shop No. Ff040 Located On 1St Dalma Mall,Abu Dhabi
Al Jaber Optical Centre Llc Branch-Ajman,Optical,"Shop No. A23, Ground Floor Ajman City Centre",Ajman
Yateem Optician Ajman,Optical,Shop Is Situated On The Ground Lulu Hypermarket Bldg Near Ajman Municipality,Ajman
Yateem Optician Ajman City Centre,Optical,"Al Jurf, Ittihad City Centre",Ajman
Yateem Optician ¿ Branch 7,Optical,"Shop No.F-37,  Al Ain Mall",Al Ain
Yateem Optician Branch-2,Optical,Ground & Mezz. Floor Bldg Situated Near Over Bridge Al Ain,Al Ain
Al Jaber Optical Centre Llc Branch-Bin S,Optical,"Ge-01,Ground Floor At Spinneys Bin Sougat",Dubai
Al Jaber Optical Centre Llc Branch-Cityw,Optical,"Unit. No 51, Al Safa Road City Walk",Dubai
Al Jaber Optical Centre Llc Branch-Deira,Optical,"Unit No. B68, Second Floor Deira City Centre",Dubai
Al Jaber Optical Centre Llc Branchdfc2,Optical,Unit No. Sc108 Groud Floor Dubai Festival City - Branch,Dubai
Al Jaber Optical Centre Llc Branch-Dubai,Optical,Unit Sc124 Ground Floor Dubai Festival City,Dubai
Al Jaber Optical Centre Llc Branch-Dubai,Optical,"Unit No. Lg 099-1, Lower Ground Floor, Dubai Mall",Dubai
Al Jaber Optical Centre Llc Branch-Dubai,Optical,"Unit No. Ff-050, First Floor Dubai Marina Mall",Dubai
Al Jaber Optical Centre Llc Branch-Dubai,Optical,Unit No. Su125 Ground Floor Dubai Festival Plaza,Dubai
Al Jaber Optical Centre Llc Branch-Galle,Optical,"Unit No. 14, Ground Floor Galleria Mall-Albarsha",Dubai
Al Jaber Optical Centre Llc Branch-Ibn B,Optical,Shop No. 55 Tunisia Court Ibn Battuta,Dubai
Al Jaber Optical Centre Llc Branch-Jumei,Optical,"Shop No. 15, Ground Floor Jumeirah Town Center",Dubai
Al Jaber Optical Centre Llc Branch-Mall,Optical,Unit No. D-17 Ground Floor Mall Of The Emirates,Dubai
Al Jaber Optical Centre Llc Branch-Mirdi,Optical,"Shop No. F-050 First Floor, Mirdif City Centre",Dubai
Al Jaber Optical Centre Llc Branch-Nakhe,Optical,"Shop No. P044 Ground Floor, Nakheel Mall",Dubai
Al Jaber Optical Centre Llc Branch-Sheik,Optical,"Ground Floor Al Manal Tower Sheikh Zayed Road1,  Al Manal",Dubai
Al Jaber Optical Centre Llc Branch-Sprin,Optical,"Shop No. Nspv Gf 04, Ground Floor Springs Souk",Dubai
Al Jaber Optical Centre Llc Branch-The R,Optical,"Shop. No. Gf-03, Ground Floor The Ranches Souk Arabian Ran2",Dubai
Al Jaber Optical Centre Llc Br-Arabian C,Optical,Shop No. 1624 Ground Floor Arabian Center,Dubai
Al Jaber Optical Centre Llc-Aswaaq -  Mi,Optical,Shop No. 16 Ground Floor Aswaaq -  Mizhar,Dubai
Aster Optics (Br Of Aster Pharmacies Grp,Optical,Bait Al Waleed Building Kalid Bin Waleed Road Burdubai,Dubai
Aster Optics 3 (Br Of Aster Opticals Llc,Optical,Mohammed And Rasheed Khalifa Iranian School Road Al Karama,Dubai
Aster Optics 4 (Br Of Aster Opticals Llc,Optical,Shop No.2 Al Qusais Building Al Qusais,Dubai
Aster Optics 5 (Br Of Aster Opticals Llc,Optical,"Hop #1, Matloob Building Al Safa 1, Sheikh Zayed Road Al Safa",Dubai
Aster Optics 6 (Br Of Aster Opticals Llc,Optical,Dpv-Rtl-07 Discovery Pavilion Building Jebel Ali 1,Dubai
Aster Optics 7 (Br Of Aster Opticals Llc,Optical,"Shop #15B, The Pointe,Nakheel Mall Palm Jumeirah,",Dubai
Grand Optics Llc,Optical,"Unit E19, Ground Floor,Deira City Centre Deira",Dubai
Grand Optics Llc,Optical,Unit B39 Mall Of The Emirates Al Barshad,Dubai
Grand Optics Llc,Optical,"2Nd Floor, Unit Sf110 The Dubai Mall Downtown",Dubai
Grand Optics Llc Br,Optical,Wadi Al Safa  Arabian Ranches,Dubai
Grand Optics Llc Branch,Optical,Shop G09 Jumeirah Union Coop Jumeirah 3,Dubai
Grand Optics Llc Branch,Optical,"Unit C012, Mirdiff City Centre Dubai",Dubai
Occhiali Optics(L.L.C Emirates Mall),Optical,"Mall Of Emirates Level G, Store 217 Sheikh Zayed Road, Al Barshaa",Dubai
Occhiali Optics(Mirdif City Center),Optical,Shop No.H018 Floor No.1St Floor Mirdiff City Centre,Dubai
Occhiali Vision International Llc,Optical,Unit No.Gd40B Ground Floor Al Ghurair Center,Dubai
Occhiali Vision International Llc Branch,Optical,Unit No. Bjc/Gf/0009B Near Carrefour Burjuman Centre,Dubai
Occhiali Vision International(L.L.C Duba,Optical,"Shop No 164 L02 Level,  The Dubai Mall",Dubai
Optx Twenty Twenty Llc Branch-Optx 2020,Optical,"Shop No.Mm09, Ground Floor Optx 2020 - Dcc",Dubai
Optx Twenty Twenty Llc Branch-Optx 2020,Optical,"Shop No. B11B, Ground Floor, Optx 2020 - Moe",Dubai
Optx Twenty Twenty Llc Branch-Optx 2020,Optical,"Unit No. Su135 Ground Floor, Optx 2020 - Dubai Festival Pla",Dubai
Sun Eye Optical,Optical,Dubai Marna Jumeirah Beach Jumeirah,Dubai
Yateem Optic - Al Dayafah Road,Optical,Shop No.2 Ground Floor Diyafah Street,Dubai
Yateem Optician - Al Ghurir Branch,Optical,Unit No. G 52 Ground Floor Al Ghurair City Centre,Dubai
Yateem Optician - Al Riga Branch,Optical,Ground Floor Al Owais Bldgal Riqqa Street Deira,Dubai
Yateem Optician - Br,Optical,"Showroom No.11,  Atlantis Palm Hotel",Dubai
Yateem Optician - Burjuman Center,Optical,Shop No. L1/0009  Burjuman Centre,Dubai
Yateem Optician - Emirates Tower Branch,Optical,"Retail Unit No.50 Upper Level Emirates Tower Boulevard, Shk Zayed Road",Dubai
Yateem Optician - Souk Madinat Jumeirah,Optical,Showroom In Unit No. 15  Madinat Jumeirah,Dubai
Yateem Optician -Al Jumeiah Br,Optical,Optician Shop In Beach Centre  Jmeirah,Dubai
Yateem Optician Llc Branch,Optical,"Branch Shop No S 50 Building R 532 At The Al Wasl Al Wasl Street,",Dubai
Yateem Optician Llc-Galleria Branch,Optical,"Shop No. 15A Galleria Mall, ,Wasel Street, Near Post Offic",Dubai
Yateem Optician(Br. Mirdif City Center),Optical,Unit No.C61 Ground Floor Mirdiff City Centre,Dubai
Yateem Optician(Br.Dubai Mall),Optical,Yateem Optician Showroom Shop No. Lg143 Dubai Mall,Dubai
Yateem Optics  Nakheel,Optical,Nakheel Mall  Nkm-P030,Dubai
Yateem Optics Arabian Plaza Br),Optical,Unit No. 2733 First Floor Arabian Centre,Dubai
Yateem Optics Dxb Mall,Optical,Dubai Mall Second Floor Shop No. Tdm Sf /116,Dubai
Yateem Optics Emirates Mall(B.R),Optical,"Unit No.D28B Ground Floor,Mall Of Emirates Al Barsha",Dubai
Yateem Optician Fuj,Optical,Shop In Trade Centre  Fujairah,Fujairah
Yateem Optician Llc Fujairah 3,Optical,Unit No. Rc 039 First Floor Fujairah Mall,Fujairah
Al Jaber Optical Centre Llc Branch-Manar,Optical,Shop No. 82 Ground Floor Manar Mall,Ras Al Khaimah
Optx Twenty Twenty Llc Branch-Optx 2020,Optical,"Shop No. J034, Ground Floor Optx 2020 - Manar Mall - Rak",Ras Al Khaimah
Yateem Optician Rak  Al Quram,Optical,Shop No. F 52 1St Floor Located In Ras Al Khaimah,Ras Al Khaimah
Al Jaber Optical Centre Llc Branch-Mataj,Optical,"Shop No. J002, Ground Floor, Matajer Juraina",Sharjah
Al Jaber Optical Centre Llc Branch-Sahar,Optical,"Shop No. 120, Ground Floor Sahara Centre 2",Sharjah
Al Jaber Optical Centre Llc Branch-Sahar,Optical,"Shop No. 145, Ground Floor Sahara Centre 1",Sharjah
Al Jaber Optical Centre Llc Branch-Sharj,Optical,Shop No. U03-04 First Floor Sharjah City Centre,Sharjah
Al Jaber Optical Centre Llc Branch-Zero,Optical,"Shop No.Gf13 Ground Floor, Zero 6 Mall",Sharjah
Optx Twenty Twenty Llc Branch-Optx 2020,Optical,"Shop No.190 Ground Floor, New Extension , Optx 2020 - Sa",Sharjah
Optx Twenty Twenty Llc Branch-Optx 2020,Optical,"Shop No. G002, Ground Floor, , Optx 2020 - Matajer Jurainah",Sharjah
Optx Twenty Twenty Llc Branch-Optx2020 -,Optical,"Shop No.Sq1009, Ground Floor, Optx2020 - Oasis Mall - Shj",Sharjah
Yateem Optician Al Wahda,Optical,City Centre  Alwahhda Road,Sharjah
Yateem Optician Corniche,Optical,"Unit Nos. 1 & 2 Ground Floor, Al Fardan Centre Corniche,",Sharjah
Yateem Optician Shj 2,Optical,Shop No. F261  Sahara Centre,Sharjah
Yateem Optician-Shj 1,Optical,"Kios Of First Floor  Sahara Centre,",Sharjah
